,song_title,artist,acousticness,danceability,duration_ms,energy,instrumentalness,loudness,tempo,valence
536,Kerosene,Crystal Castles,0.11,0.438,192000,0.539,0.0,-9.578,166.649,0.0759
537,Wrath Of God,Crystal Castles,0.0036,0.396,186627,0.601,0.531,-9.347,129.996,0.351
538,Pale Flesh,Crystal Castles,0.000183,0.596,178800,0.628,0.00767,-7.582,139.965,0.52
539,Past Lives,DIIV,0.000964,0.276,141627,0.766,0.858,-6.012,158.188,0.547
540,Pictures Of Matchstick Men,Status Quo,0.104,0.241,194600,0.588,0.00042,-6.914,171.882,0.506
541,Get Up,Craig Bratley,0.000341,0.821,397166,0.902,0.909,-7.203,112.98,0.269
542,Cloud Atlas End Title,Tom Tykwer,0.854,0.354,476164,0.228,0.8,-10.304,82.758,0.0745
543,Keep You,Wild Belle,0.0372,0.638,210160,0.897,0.00748,-5.78,133.948,0.915
544,Anything New,Bibio,0.0101,0.651,247360,0.642,0.000186,-4.276,88.237,0.711
545,Adorn,Miguel,0.0543,0.625,193147,0.576,4.07e-05,-5.693,179.063,0.223
546,Louie Louie,Toots & The Maytals,0.169,0.759,346160,0.772,0.0687,-8.052,89.245,0.752
547,Under Mi Sensi,Barrington Levy,0.0175,0.726,190360,0.664,0.0,-6.275,75.571,0.494
548,Loner,Burial,0.8,0.611,448315,0.9,0.872,-10.026,129.729,0.322
549,Murderer,Barrington Levy,0.0845,0.865,233300,0.549,0.158,-10.083,142.8,0.619
550,Space Cakes - Original,Tanner Ross,0.00135,0.794,375179,0.481,0.883,-11.97,114.003,0.314
551,"There, There",Radiohead,0.0193,0.614,323600,0.677,0.518,-8.317,126.477,0.726
552,Nightcall,Kavinsky,0.0113,0.535,258413,0.857,0.00751,-5.2,91.053,0.431
553,Jacket & Tie,Toyan,0.453,0.815,230307,0.672,0.0,-5.675,151.362,0.813
554,Doom And Gloom - Jeff Bhasker Mix,The Rolling Stones,0.00104,0.595,247175,0.794,0.00733,-5.186,131.619,0.685
555,All Of Me,Tanlines,4.06e-05,0.683,230587,0.698,0.000113,-6.255,125.999,0.962
556,Females Welcomed (feat. Reija Lee),Trinidad James,0.0829,0.722,192026,0.619,0.0,-8.324,140.031,0.606
557,Blueberry (Pills & Cocaine) (feat. Danny Brown),Darq E Freaker,0.0985,0.647,277375,0.841,0.0,-2.507,139.963,0.886
558,Max Can't Surf,FIDLAR,0.000455,0.428,146227,0.972,0.000854,-4.329,133.064,0.48
559,Wait for the Man,FIDLAR,9.19e-06,0.325,109533,0.918,0.000288,-4.823,95.537,0.184
560,Inspector Norse,Todd Terje,0.074,0.912,400751,0.781,0.762,-7.018,119.978,0.891
561,Love Sosa,Chief Keef,0.0324,0.771,246573,0.416,0.0,-8.188,131.952,0.218
562,This Time Around,Softwar,0.00069,0.759,398615,0.764,0.719,-7.416,117.996,0.315
563,See Blind Through,Canyons,0.135,0.691,264213,0.737,0.0291,-5.758,108.049,0.675
564,Vowels = space and time,Grimes,0.139,0.701,261120,0.822,0.0526,-6.13,129.03,0.739
565,Be A Body,Grimes,0.263,0.736,260413,0.58,0.663,-9.643,140.04,0.144
566,Unchained (The Payback / Untouchable),James Brown,0.131,0.564,171573,0.912,8.05e-06,-4.718,92.054,0.582
567,Stomp - Dirty,5kinAndBone5,0.164,0.824,181800,0.513,0.0,-9.591,99.938,0.568
568,Borrowed Time,Parquet Courts,0.0451,0.406,152040,0.74,0.722,-7.232,92.333,0.822
569,Young N*****,Gucci Mane,0.116,0.762,204293,0.883,0.0,-4.397,140.974,0.781
570,All Gold Everything,Trinidad James,0.078,0.54,187847,0.77,0.0,-7.748,99.882,0.62
571,What I Might Do - Club Mix,Ben Pearce,0.109,0.834,389508,0.481,0.822,-9.511,121.999,0.306
572,I Love It (feat. Charli XCX) - Original Version,Icona Pop,0.00855,0.714,155337,0.905,2.55e-05,-2.663,125.927,0.824
573,Kenosha,Swearin',0.0015,0.36,162168,0.774,0.807,-8.758,80.205,0.664
574,Fineshrine,Purity Ring,0.018,0.609,209760,0.798,8.68e-06,-4.448,130.034,0.405
575,Flow,Disclosure,0.0047,0.777,309180,0.688,0.69,-8.692,126.019,0.18
576,C'Est La Vie,Booba,0.135,0.749,267307,0.647,0.0,-6.878,146.024,0.196
577,Caramel,Booba,0.0202,0.67,260853,0.544,0.00792,-9.643,140.037,0.331
578,O.G,Booba,0.00627,0.684,228907,0.637,0.0,-6.378,140.063,0.245
579,HLM 3,Lunatic,0.151,0.633,321627,0.85,0.0,-5.915,97.933,0.761
580,The Mighty Ming - Original Club Mix,Funkagenda,0.049,0.594,457205,0.77,0.9,-7.082,125.987,0.14
581,Harlem Shake,Baauer,0.0119,0.473,196664,0.794,0.00218,-5.151,139.313,0.293
582,Purp Walk,Lunice,0.00207,0.931,255844,0.606,0.461,-8.366,94.018,0.865
583,Do You Like It? (Feat. Kool A.D),Chaz Van Queen,0.432,0.744,232611,0.685,0.0,-8.332,87.675,0.56
584,Gucci On The Rise,Gucci Mane,0.0452,0.752,150053,0.783,0.0,-7.507,159.912,0.611
585,Hate Bein' Sober,Chief Keef,0.00469,0.821,280173,0.469,0.0,-7.152,132.002,0.321
586,Traffic,Lil Reese,0.00271,0.908,237293,0.513,0.0,-5.318,130.047,0.256
587,Hold Me Back,Rick Ross,0.0401,0.636,267147,0.702,0.0,-5.437,125.998,0.471
588,Oldie,Odd Future,0.239,0.839,636213,0.583,0.0,-5.941,87.99,0.557
589,Started From the Bottom,Drake,0.0425,0.79,173160,0.531,0.0,-6.968,86.306,0.498
590,Dum Dum,Baauer,0.0596,0.787,121874,0.81,0.125,-7.822,77.505,0.606
591,Higher - Extended,Just Blaze and Baauer,0.000451,0.603,342020,0.978,0.493,-1.367,150.072,0.496
592,"Gone, Gone",Juicy J,0.00402,0.937,225940,0.67,0.0,-6.149,136.029,0.592
593,Rock Creek Park,The Blackbyrds,0.0912,0.748,275907,0.703,0.0036,-11.869,110.615,0.618
594,Leaving Babylon,Bad Brains,0.00741,0.727,250587,0.235,0.0159,-20.263,127.16,0.59
595,Trap Shit V7,UZ,0.000117,0.857,222330,0.948,0.816,-6.901,140.002,0.669
596,Good Life - Original 12'' Mix,Inner City,0.0295,0.793,432800,0.978,0.0331,-9.229,124.922,0.711
597,Big Fun - Original 12'' Mix,Inner City,0.0492,0.738,461560,0.808,0.734,-9.772,120.248,0.816
598,Piss Test (feat. Juicy J & Dany Brown),A-Trak,0.00905,0.864,223071,0.86,0.0,-1.92,140.029,0.883
599,Can't Seem To Make You Mine,Sky Saxon & The Seeds,0.0234,0.688,219618,0.457,0.0,-9.86,109.278,0.645
600,Borderline,Classixx,0.423,0.786,267160,0.525,0.461,-8.271,128.014,0.43
601,Elevate - Q45 Remix,Toni Toni Lee,0.00201,0.734,394857,0.686,0.11,-9.781,128.021,0.543
602,With You (feat. Alexis Taylor),Carte Blanche (feat. Alexis Taylor),0.0196,0.765,246823,0.891,0.0145,-6.43,126.99,0.564
603,Can't Shake This Feeling,Grum,0.00263,0.725,238640,0.798,2.14e-06,-6.75,124.045,0.72
604,Check Me Out Like,Blaqstarr,0.014,0.962,156800,0.592,0.642,-11.716,130.684,0.361
605,Second Summer,YACHT,0.00167,0.845,292654,0.455,5.97e-05,-5.209,119.987,0.832
606,Demon To Lean On,Wavves,0.000321,0.5,261587,0.95,0.0293,-4.333,120.038,0.298
607,Walk In The Park,Beach House,0.0537,0.648,322760,0.547,0.0439,-6.547,141.378,0.851
608,Reckless (With Your Love),Azari & III,0.00576,0.77,347387,0.69,0.0107,-4.903,118.989,0.721
609,Reckless (With Your Love) - Tensnake Remix,Azari & III,3.13e-05,0.61,420384,0.907,0.698,-5.857,112.007,0.397
610,Never Be Your Woman (Shy FX Radio Edit) [feat. Emeli Sandé],Wiley,0.00318,0.663,146906,0.877,0.00217,-3.37,135.989,0.396
611,(Bonus) Break Her Down,Iamsu!,0.000548,0.831,155042,0.373,0.000362,-6.896,96.115,0.356
612,Molly Ringwald,Danny Brown,0.0482,0.653,141724,0.817,0.0,-5.077,135.345,0.493
613,8 Feet Tall,Problem,8.34e-05,0.72,255135,0.748,0.0,-7.607,182.064,0.555
614,36 Chamber Flow,Flatbush Zombies,0.769,0.808,118353,0.593,2.07e-06,-9.395,89.876,0.88
615,Trill Hoe,Western Tink,0.0302,0.798,216585,0.481,0.0,-10.488,127.136,0.64
616,Saturday Love,Toro y Moi,0.00706,0.586,245733,0.915,0.236,-6.264,117.99,0.747
617,Sweater Weather,The Neighbourhood,0.15,0.695,240040,0.615,0.000212,-5.325,124.015,0.425
618,Oh My - Club Mix,The Partysquad,0.00749,0.587,250299,0.784,0.0126,-4.878,139.99,0.13
619,Saltkin,Purity Ring,0.0765,0.675,205533,0.862,0.000609,-5.309,124.982,0.819
620,Lofticries,Purity Ring,0.116,0.671,239613,0.73,0.000356,-6.773,112.011,0.302
621,Get It In,Iamsu!,0.00221,0.632,156614,0.793,0.0,-4.171,189.992,0.393
622,My Bad - Club Mix,The Partysquad,0.0106,0.774,227327,0.92,0.433,-4.213,128.97,0.223
623,I'm Different,2 Chainz,0.0415,0.941,207040,0.685,0.0,-5.24,97.524,0.695
624,Get Lucky - Radio Edit,Daft Punk,0.0426,0.794,248413,0.811,1.07e-06,-8.966,116.047,0.865
625,Had A Dream,EMP DASME,0.0436,0.805,192623,0.634,0.0,-7.759,143.944,0.76
626,Recover,CHVRCHES,0.00584,0.394,225680,0.669,0.0,-4.461,169.929,0.195
627,Now Is Not the Time,CHVRCHES,0.0347,0.635,224747,0.459,0.000184,-7.59,114.865,0.345
628,MDA,Problem,0.00116,0.669,211042,0.765,0.0,-7.885,131.946,0.163
629,Pop That,French Montana,0.0637,0.742,304880,0.912,0.0,-1.188,137.975,0.562
630,Young & Gettin' It - feat. Kirko Bangz,Meek Mill,0.244,0.624,205973,0.752,0.0,-5.43,134.021,0.862
631,Best Wishes,Iamsu!,0.45,0.622,218480,0.628,0.0,-9.964,144.812,0.304
632,Kids,Iamsu!,0.121,0.719,216000,0.66,0.0,-8.22,119.996,0.357
633,Levitate,Paper Diamond,0.000478,0.525,200015,0.8,0.429,-11.484,80.032,0.52
634,Get Free (feat. Amber of Dirty Projectors),Major Lazer,0.14,0.525,291162,0.538,0.117,-9.366,175.953,0.791
635,Balance,Future Islands,0.000373,0.472,246427,0.855,0.93,-6.937,154.908,0.166
636,The Lion - Original Mix,The Partysquad,0.00417,0.9,262168,0.929,2.04e-05,-0.718,129.991,0.566
637,For Your Love - Club Edit,The Partysquad,0.000839,0.802,334849,0.586,0.0212,-6.245,128.011,0.407
638,For Your Love - Olav Basoski Remix,The Partysquad,0.000423,0.723,358436,0.669,0.936,-5.026,126.013,0.156
639,Slippin’,Quadron,0.284,0.797,253187,0.508,0.00859,-8.154,118.032,0.958
640,Take You On,Peaches,0.00255,0.869,224107,0.426,0.534,-8.187,127.059,0.457
641,One of Those Nights,Juicy J,0.0302,0.756,256933,0.595,1.98e-06,-6.924,130.031,0.0681
642,Get Lucky - Daft Punk Remix,Daft Punk,0.0267,0.821,632693,0.793,1.37e-05,-9.003,116.009,0.91
643,No Way Back,Adonis,0.000891,0.806,297907,0.772,0.864,-14.369,125.325,0.436
644,Ride The Rhythm,On The House featuring Marshall Jefferson,0.152,0.702,420107,0.504,5.11e-06,-16.794,121.374,0.794
645,Move Your Body - Extended Mix,Benny Benassi,0.0956,0.646,282791,0.929,1.12e-06,-1.501,128.995,0.229
646,Rockin' In The Free World,Neil Young,0.000736,0.491,281853,0.883,3.19e-05,-4.986,131.75,0.516
647,Feels Like We Only Go Backwards,Tame Impala,0.028,0.291,192960,0.901,0.627,-2.327,150.052,0.511
648,Half Full Glass of Wine,Tame Impala,0.274,0.683,266173,0.776,0.0748,-7.029,126.18,0.667
649,"Bubble Butt [Radio Mix] [feat. Bruno Mars, 2 Chainz, Tyga & Mystic]",Major Lazer,0.00845,0.799,207843,0.605,0.0143,-10.011,194.055,0.378
650,Wop (Official Version),J. Dash,0.00968,0.836,230627,0.817,0.0,-5.672,112.007,0.658
651,Don’t Drop That Thun Thun,Finatticz,0.0613,0.931,202199,0.415,0.0,-8.491,97.995,0.614
652,Give It Away,Red Hot Chili Peppers,0.00579,0.683,284267,0.989,0.00108,-2.092,91.558,0.78
653,Wakin on a Pretty Day,Kurt Vile,0.0472,0.379,570733,0.782,0.748,-8.163,101.698,0.529
654,Hulk (Dillon Francis Remix),Clockwork,0.000289,0.771,227143,0.949,0.602,-4.712,111.959,0.372
655,Dill the Noise,Dillon Francis and Kill The Noise,0.000183,0.695,295714,0.792,0.439,-4.595,112.008,0.424
656,Dead Sound,The Raveonettes,0.000258,0.375,212947,0.804,0.694,-5.673,154.066,0.394
657,Rvtchet Bitch,Brillz & Teddy Tuxedo,0.00533,0.421,164289,0.8,0.332,-5.85,189.935,0.0951
658,Swing,Savage,0.0216,0.886,217893,0.474,0.0,-8.045,150.068,0.823
659,You & Me - Baauer Remix,Disclosure,0.0597,0.65,242056,0.985,0.325,-3.406,153.009,0.667
660,Next Order,Dog Blood,0.0155,0.76,285651,0.944,0.85,-3.793,123.985,0.294
661,It's You,Duck Sauce,0.0645,0.824,180107,0.883,0.0707,-2.715,127.989,0.846
662,m.A.A.d city,Kendrick Lamar,0.0553,0.482,350120,0.72,2.07e-06,-6.812,90.999,0.222
663,Bounce It,Juicy J,0.00778,0.786,263120,0.604,0.0,-8.372,140.054,0.502
664,Pu$$y Magnet (feat. Keayshawn),Roach Gigz,0.00842,0.853,139240,0.578,0.0,-4.897,98.027,0.566
665,Fashion Killa,A$AP Rocky,0.315,0.794,236280,0.82,0.0,-5.214,140.042,0.821
666,I Wanna Be With You,DJ Khaled,0.114,0.725,251333,0.661,0.0,-3.903,127.82,0.432
667,Gas Pedal (feat. IamSu),Sage The Gemini,0.025,0.854,207264,0.46,0.0,-9.71,97.512,0.492
668,Red Nose,Sage The Gemini,0.436,0.862,198531,0.364,0.0,-9.727,97.51,0.766
669,"U.O.E.N.O. Remix (feat. Future, Wiz Khalifa)",Rocko,0.461,0.432,262857,0.703,0.0,-3.845,187.302,0.675
670,VERSACE,Flap Jack,0.0235,0.847,246100,0.713,0.0,-3.89,132.063,0.338
671,Strictly 4 My Jeeps,Action Bronson,0.444,0.654,165432,0.794,0.0,-4.307,96.973,0.464
672,The Giver - Original Mix,Duke Dumont,0.000134,0.701,389493,0.914,0.000137,-4.463,123.966,0.372
673,Lean & Bounce,Duke Dumont,0.00264,0.844,310334,0.728,0.865,-6.805,124.297,0.635
674,Swishas and Dosha - Main Version - Clean,UGK,0.155,0.582,311093,0.884,0.0,-5.635,150.195,0.67
675,Players Anthem,UGK,0.0352,0.697,172760,0.682,0.0,-9.022,155.742,0.672
676,"Hold On, We're Going Home",Drake,0.003,0.766,227027,0.453,3.49e-05,-6.651,100.002,0.346
677,Living,2 Chainz,0.426,0.872,188347,0.541,0.000789,-5.911,95.971,0.653
678,Taylor Gang - Bonus Track,Wiz Khalifa,0.0152,0.621,335156,0.813,0.0,-3.59,141.91,0.524
679,I'm A Martian,Brian Pumper,0.311,0.675,205740,0.617,0.0,-7.74,140.124,0.508
680,The Drop,Bro Safari,0.104,0.689,229853,0.879,0.0376,-4.03,170.036,0.544
681,Drippin,MiM0SA,0.011,0.63,160858,0.664,0.082,-7.245,179.955,0.231
682,Heaven,TR/ST,0.00246,0.514,296400,0.75,0.0285,-7.847,86.018,0.551
683,I Need You,Glass Figure,0.0557,0.599,222160,0.677,0.00018,-6.328,126.012,0.108
684,From Nowhere,Dan Croll,0.0281,0.64,197120,0.888,8.01e-05,-5.251,87.93,0.664
685,I Follow Rivers,Lykke Li,0.475,0.599,228467,0.533,0.00153,-14.032,122.262,0.609
686,L'Amour Parfait,Yelle,0.356,0.667,234994,0.901,0.00393,-3.719,140.026,0.824
687,Northern Lights,Kate Boy,0.109,0.742,214693,0.77,0.0239,-6.339,96.988,0.687
688,Shabba,A$AP Ferg,0.0938,0.874,281373,0.704,0.0,-6.27,119.954,0.444
689,Work,A$AP Ferg,0.152,0.726,178507,0.834,0.683,-5.564,130.04,0.574
690,Work REMIX,A$AP Ferg,0.0247,0.834,285947,0.732,0.0,-5.121,130.011,0.308
691,The Way We Are,Kate Boy,0.00469,0.712,252313,0.865,0.0412,-6.411,113.015,0.831
692,"U.O.E.N.O. (feat. Rick Ross, Future)",Rocko,0.422,0.422,260276,0.641,0.0,-4.947,187.027,0.668
693,Now You Do,A-1,0.268,0.651,182384,0.773,0.0,-6.855,129.882,0.418
694,Holding On - Jerome LOL Remix,Classixx,0.00142,0.728,294011,0.77,0.229,-4.945,108.991,0.668
695,Music Is the Answer - Original Extended 12-Inch Mix,Celeda,0.0296,0.907,849960,0.643,0.0265,-8.657,124.909,0.363
696,Test Me - UZ Remix,Flosstradamus & DJ Sliink,0.00255,0.855,233272,0.898,2.95e-05,-3.863,135.965,0.525
697,Test Me,Flosstradamus & DJ Sliink,0.000901,0.769,215294,0.792,0.0,-4.086,136.021,0.323
698,No New Friends - SFTB Remix,DJ Khaled,0.00525,0.7,307467,0.675,0.0,-6.362,124.882,0.227
699,R.I.P.,Jeezy,0.0215,0.825,199973,0.489,0.0,-9.32,96.99,0.424
700,Baby Blue,Badfinger,0.015,0.607,216453,0.913,0.118,-6.822,124.677,0.517
701,Dip,Danny Brown,0.0193,0.751,211825,0.882,0.0,-5.605,140.103,0.657
702,25 Bucks [feat. Purity Ring],Danny Brown,0.32,0.723,210880,0.848,0.0,-7.11,116.021,0.261
703,Fascism,Sam Sparro,0.00152,0.626,299383,0.888,0.0551,-4.981,126.976,0.728
704,Marc Jacobs,Riff Raff,0.00723,0.743,259683,0.633,0.0,-8.224,85.041,0.398
705,One Of Us - Original Mix,Iron Galaxy & Sexlife,0.224,0.752,437293,0.767,0.931,-8.022,117.973,0.564
706,Can We Go Up?,Paper Diamond,0.000768,0.66,214636,0.763,0.0389,-6.832,137.932,0.661
707,This Lonely Morning,Best Coast,0.00144,0.211,162436,0.963,0.000732,-4.061,128.113,0.395
708,Time Has Come Today,The Chambers Brothers,0.0252,0.528,290933,0.514,0.0894,-11.909,122.872,0.428
709,Sad Eyes,Crystal Castles,4.91e-05,0.442,207027,0.797,0.293,-7.352,135.018,0.274
710,Wearing My Rolex - Radio Edit,Wiley,0.0468,0.876,170480,0.716,0.000482,-6.884,131.942,0.758
711,Need U (100%) [feat. A*M*E] [Radio Edit],Duke Dumont,0.00174,0.67,174122,0.848,0.00168,-5.103,124.029,0.46
712,Stoned and Starving,Parquet Courts,0.268,0.237,311680,0.89,0.843,-7.445,169.792,0.308
713,Reflektor,Arcade Fire,0.0438,0.59,453949,0.721,0.0155,-8.32,111.524,0.663
714,Jack,Breach,0.000334,0.907,183581,0.616,0.425,-7.073,124.036,0.614
715,Tennis Court,Lorde,0.0175,0.764,198907,0.547,0.000161,-8.6,89.993,0.404
716,Primetime (feat. Miguel),Janelle Monáe,0.0426,0.667,280080,0.465,0.00649,-8.096,123.883,0.338
717,"Hold On, We're Going Home",Drake,0.00349,0.772,227880,0.407,2.4e-05,-7.442,100.006,0.287
718,Hannah Hunt,Vampire Weekend,0.717,0.345,237973,0.313,0.000822,-10.098,207.969,0.166
719,Latch,Disclosure,0.0151,0.502,255632,0.732,0.000119,-5.45,122.025,0.529
720,Play by Play,Autre Ne Veut,0.03,0.35,313707,0.844,0.0,-4.161,114.64,0.107
721,I Blame Myself,Sky Ferreira,0.344,0.69,237040,0.737,0.0,-4.123,115.02,0.821
722,Sunday,Earl Sweatshirt,0.278,0.716,205800,0.568,1.98e-06,-8.904,136.894,0.915
723,Step,Vampire Weekend,0.591,0.624,251627,0.724,7.79e-06,-7.113,78.008,0.62
724,You're Not Good Enough,Blood Orange,0.189,0.74,261360,0.798,0.00128,-6.55,119.964,0.574
725,Strandbar (disko),Todd Terje,0.0543,0.81,527705,0.949,0.957,-8.732,121.971,0.778
726,Open,Rhye,0.886,0.574,217053,0.324,0.0817,-10.993,91.007,0.226
727,Falling,HAIM,0.076,0.741,257733,0.894,4.89e-05,-5.648,111.969,0.31
728,White Noise,Disclosure,0.00963,0.667,277688,0.848,0.000213,-6.164,119.975,0.895
729,Bumpy Road,Destruction Unit,0.000195,0.122,377177,0.913,0.713,-5.815,185.906,0.0957
730,Shabba,A$AP Ferg,0.0715,0.869,275867,0.712,0.0,-6.136,120.0,0.458
731,Work REMIX,A$AP Ferg,0.0246,0.841,283693,0.733,0.0,-5.077,130.009,0.291
732,Dope,Tyga,0.0116,0.816,224853,0.543,0.0,-6.923,95.04,0.373
733,Here Comes The Night Time II,Arcade Fire,0.649,0.288,171620,0.394,0.712,-14.352,151.632,0.0733
734,Warm In The Winter,Glass Candy,0.0392,0.57,405213,0.742,0.177,-12.475,127.193,0.039
735,Don't Let It Get to Your Head,Black Harmony,0.00626,0.807,442213,0.634,0.0288,-9.035,94.242,0.674
736,We Fall Down,ASTR,0.0086,0.656,224286,0.787,0.0923,-5.01,94.495,0.0933
737,R U With Me,ASTR,0.0152,0.333,264384,0.789,0.0,-5.784,82.66,0.338
738,Blue Hawaii,ASTR,0.064,0.652,224685,0.744,2.87e-05,-4.098,123.006,0.488
739,Razor,ASTR,0.000986,0.771,218356,0.857,0.0161,-6.114,108.03,0.66
740,Stay,Rihanna,0.949,0.619,240707,0.324,5.42e-05,-10.146,111.927,0.0968
741,The Sound Of San Francisco - Progressive Album Mix,Global Deejays,0.000483,0.701,224200,0.829,0.00223,-5.749,132.349,0.501
742,Sunshine Of Your Love,Cream,0.503,0.683,250653,0.478,5.26e-05,-12.501,115.121,0.771
743,Somebody to Love,Jefferson Airplane,0.364,0.507,180000,0.63,0.0127,-8.746,130.141,0.559
744,San Francisco (Be Sure to Wear Flowers In Your Hair) - Single Version,Scott McKenzie,0.514,0.529,178507,0.645,0.00821,-8.158,112.575,0.464
745,White Rabbit,Jefferson Airplane,0.351,0.561,155040,0.329,0.0311,-12.68,105.029,0.297
746,Pleasure Power (DJ Smash Disco Remix),Afrolicious,0.000294,0.827,352341,0.462,0.543,-10.673,123.994,0.341
747,Bound 2,Kanye West,0.134,0.359,229147,0.662,0.0,-2.843,152.096,0.296
748,Drunk in Love,Beyoncé,0.00969,0.589,323480,0.621,0.00104,-6.902,140.03,0.398
749,Viol - Original Mix,Gesaffelstein,7.59e-05,0.597,343878,0.839,0.825,-6.964,108.993,0.199
750,Good Mistake,Mr Little Jeans,0.00778,0.677,256133,0.64,0.477,-6.408,110.639,0.912
751,Runaway,Mr Little Jeans,0.0261,0.556,260147,0.722,0.0163,-9.541,130.028,0.508
752,Fall In Love,Phantogram,0.0416,0.348,223227,0.856,0.0,-3.216,188.046,0.261
753,You’re Not The One,Sky Ferreira,0.00207,0.468,235920,0.971,0.00329,-3.382,92.003,0.814
754,Sacrilege,Yeah Yeah Yeahs,0.162,0.529,230213,0.95,0.00199,-3.446,119.964,0.456
755,Collard Greens,ScHoolboy Q,0.0233,0.824,299960,0.572,8.19e-06,-4.868,153.977,0.669
756,Hell Of A Night,ScHoolboy Q,0.37,0.645,272453,0.836,0.0,-7.23,123.966,0.176
757,1977,Ana Tijoux,0.00392,0.683,201987,0.692,0.000441,-7.189,103.848,0.593
758,Latino & Proud,DJ Raff,0.14,0.85,220347,0.534,0.000893,-5.278,98.004,0.963
759,Move That Dope,Future,0.0796,0.868,342773,0.627,0.0,-4.843,131.097,0.314
760,Slasherr,Rustie,0.00135,0.702,218483,0.74,0.896,-5.949,145.05,0.583
761,Outlines,AlunaGeorge,0.858,0.741,227627,0.449,0.000522,-6.621,95.108,0.444
762,Platoon,Jungle,0.464,0.655,190330,0.704,0.877,-10.341,99.96,0.696
763,Man Of The Year,ScHoolboy Q,0.00539,0.749,216013,0.857,0.0,-5.24,111.906,0.355
764,Spacer Woman - Vocal,Charlie,0.00011,0.742,449499,0.965,0.607,-8.291,123.04,0.391
765,Nobody Else - Original Mix,Dusky,0.000595,0.805,445417,0.79,0.889,-7.93,122.994,0.533
766,Stoner,Young Thug,0.421,0.876,240000,0.675,1.16e-06,-3.28,135.959,0.618
767,Elevate,St. Lucia,0.00767,0.541,308360,0.982,0.000765,-4.908,104.03,0.721
768,Independent - House Remix,Hoodfellas,0.112,0.857,223784,0.981,0.000157,-4.223,148.009,0.709
769,Au Seve,Julio Bashmore,0.000518,0.771,393387,0.963,0.901,-7.294,124.0,0.591
770,Synchronize,Discodeine,0.0235,0.761,387774,0.478,0.00972,-7.437,118.925,0.948
771,Don't Miss,The Alexanders,0.00204,0.805,285015,0.879,0.595,-5.747,123.013,0.713
772,Coucou disco,Dim Sum,0.00118,0.682,295020,0.953,0.622,-3.873,124.996,0.324
773,Vowel Play - Original,Them Jeans,0.000725,0.801,315001,0.718,0.91,-6.246,123.999,0.817
774,The Devil Is A Lie,Rick Ross,0.00188,0.661,311920,0.837,0.0,-3.78,102.831,0.615
775,North North,Project Pat,0.0454,0.895,194133,0.783,0.0,-4.983,147.65,0.696
776,Temporary View,SBTRKT,0.548,0.706,206148,0.707,0.000313,-5.212,144.877,0.246
777,"III. Telegraph Ave. (""Oakland"" by Lloyd)",Childish Gambino,0.15,0.516,210680,0.718,0.0163,-8.571,129.857,0.58
778,Accelerate,Jungle,0.106,0.653,184538,0.781,0.568,-7.433,101.029,0.49
779,0 To 100 / The Catch Up,Drake,0.763,0.707,275227,0.709,0.0,-3.979,89.094,0.497
780,Hot N*gga,Bobby Shmurda,0.0505,0.794,194561,0.51,1.81e-06,-7.314,167.879,0.189
781,You'll Never Walk Alone - 2002 Remastered Version,Gerry & The Pacemakers,0.394,0.484,160187,0.265,0.0,-11.101,113.564,0.282
782,Your Soul,Hippie Sabotage,0.000599,0.487,324807,0.68,0.0339,-8.497,94.46,0.076
783,dance yrself clean - live at madison square garden,LCD Soundsystem,0.0126,0.6,588520,0.811,0.05,-10.199,100.894,0.372
784,Running Up That Hill (A Deal With God),Kate Bush,0.713,0.628,303560,0.575,0.00233,-11.591,108.166,0.182
785,High Ball Stepper,Jack White,0.0323,0.227,230373,0.635,0.125,-9.169,170.179,0.36
786,The Great Gig In The Sky - 2011 Remastered Version,Pink Floyd,0.768,0.275,283872,0.216,0.897,-13.818,116.388,0.176
787,All We Need (feat. Shy Girls),ODESZA,0.00416,0.644,211200,0.848,0.0168,-4.952,99.989,0.302
788,Catamaran,Allah-Las,0.00692,0.564,212986,0.846,0.00175,-5.897,122.035,0.695
789,Fool,Perfume Genius,0.712,0.277,235747,0.29,0.0459,-8.541,71.302,0.0576
790,Bulbform,TR/ST,0.296,0.609,291092,0.909,0.0785,-7.302,114.019,0.416
791,Passing Out Pieces,Mac Demarco,0.000563,0.417,167091,0.73,3.31e-06,-6.774,81.179,0.44
792,Tuesday,ILoveMakonnen,0.36,0.784,212154,0.649,0.000684,-6.905,140.203,0.503
793,Drop Dead Baby,Ty Segall,0.0674,0.289,149013,0.942,0.917,-3.207,137.281,0.302
794,My Sunshine,Ty Segall,0.00342,0.313,155013,0.893,0.0,-3.891,127.11,0.709
795,BIG Fun - Full Intention 88 Remix,Inner City,0.000588,0.803,426850,0.769,0.9,-7.025,122.992,0.17
796,Natty Dread A Weh She Want,Horace Andy,0.0421,0.895,232533,0.517,9.72e-06,-9.972,141.536,0.961
797,DLZ,TV On The Radio,0.0326,0.598,228707,0.885,0.00265,-3.992,87.914,0.593
798,Whatcha Gonna Do,Koopsta Knicca,0.123,0.749,258773,0.855,0.164,-10.105,128.339,0.61
799,18 With A Bullet,Pete Wingfield,0.0625,0.758,252333,0.629,0.000144,-8.283,112.575,0.26
800,The Boss,James Brown,0.602,0.746,190733,0.484,0.00824,-9.614,97.923,0.596
801,Drifting In And Out,Porcelain Raft,0.00234,0.191,194400,0.979,0.283,-3.402,179.236,0.313
